,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
758088,1,23500.0,0.0,0.0,0.0,0.0,40.57,1,0.0,0
573162,1,24000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1005587,1,17500.0,43.21,331.72,0.0,27.0,489.82,1,0.0,0
258741,1,27000.0,11804.9,538.39,0.0,354.0,400.0,1,0.0,0
922360,1,3500.0,0.0,0.0,0.0,0.0,0.0,4,3067.25,0
579868,2,14000.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
368935,1,500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
262119,1,25800.0,696.13,696.13,0.0,27.0,122.27,1,0.0,0
1176447,1,1000.0,39.87,46.11,0.0,27.0,70.0,1,0.0,0
1019860,1,300.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0
827331,1,1000.0,881.54,881.54,0.0,0.0,683.41,1,0.0,0
1220043,1,2500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
587793,3,5000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
17960,1,2000.0,1051.99,0.0,0.0,63.0,0.0,1,0.0,0
803980,1,3000.0,0.0,2.99,2.99,0.0,5.9,1,0.0,0
83653,1,9500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
57291,1,18000.0,15360.91,0.0,0.0,0.0,319.0,1,0.0,0
1225983,1,2000.0,1628.05,0.0,0.0,49.0,100.0,1,0.0,0
710211,1,18500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
651690,1,5000.0,-0.78,0.0,0.0,0.0,287.0,1,0.0,0
1027708,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2074.08,0
502043,3,9500.0,61.73,61.73,0.0,27.0,0.0,1,0.0,0
855692,1,2000.0,1429.31,0.0,0.0,43.0,660.0,1,0.0,0
1135988,1,3500.0,1519.13,1333.28,0.0,46.0,40.0,1,0.0,0
1030146,2,16000.0,337.96,886.27,0.0,27.0,1294.33,1,0.0,0
695552,1,20000.0,3175.95,3937.11,0.0,0.0,2627.4,1,0.0,0
133152,1,2000.0,686.42,68.92,0.0,0.0,200.0,1,0.0,0
968884,1,1000.0,0.0,123.6,0.0,0.0,326.88,1,0.0,0
499630,1,29000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1198269,1,2000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1103765,1,18500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1176178,1,7000.0,453.5,601.18,0.0,27.0,300.0,1,0.0,0
998007,1,28000.0,4.53,4.53,0.0,4.53,4.53,1,0.0,0
1026459,1,500.0,0.0,0.0,0.0,0.0,0.0,4,691.14,0
712849,1,3500.0,-27.0,0.0,0.0,0.0,0.0,1,0.0,0
904605,2,25000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
523319,2,17000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
447599,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1156.9,0
105510,8,10000.0,0.0,0.0,0.0,0.0,0.0,4,233.13,0
1078366,1,3500.0,1269.19,350.41,0.0,38.0,0.0,1,0.0,0
421344,1,5000.0,2075.77,0.0,0.0,62.0,64.0,1,0.0,0
502335,4,7500.0,0.0,0.0,0.0,0.0,0.0,4,6312.07,0
