,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
863703,1,600.0,30.57,30.57,0.0,27.0,196.95,1,0.0,0
281439,3,15500.0,950.13,950.13,0.0,29.0,696.99,1,0.0,0
562081,1,2000.0,1011.42,0.0,0.0,30.0,60.0,3,0.0,0
655161,1,15000.0,9993.46,0.0,0.0,300.0,634.0,1,0.0,0
704558,1,10000.0,4853.15,82.1,0.0,146.0,300.0,1,0.0,0
93391,1,500.0,0.0,0.0,0.0,0.0,0.0,4,302.63,0
403102,2,26800.0,1205.39,1205.39,0.0,36.0,1300.71,1,0.0,0
704626,1,20000.0,0.0,0.0,0.0,0.0,5051.61,1,0.0,0
882765,1,2000.0,1571.84,33.79,186.76,47.0,50.0,1,0.0,0
888279,1,2000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
29746,1,1000.0,188.9,301.44,0.0,0.0,267.33,1,0.0,0
864729,1,5000.0,3566.56,0.0,0.0,107.0,150.0,1,0.0,0
618339,1,1000.0,578.53,202.76,0.0,27.0,27.0,1,0.0,0
658648,1,6000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
930626,1,500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
718428,1,27000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
696130,1,20000.0,3169.13,1161.46,525.2,95.0,0.0,1,0.0,0
15119,9,15000.0,0.0,0.0,0.0,0.0,0.0,4,12659.44,0
552648,1,2000.0,1062.82,0.0,0.0,63.0,0.0,5,0.0,0
1146492,1,2000.0,1513.3,179.0,0.0,45.0,300.09,1,0.0,0
1002832,1,9000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
181704,1,26000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
945286,1,3000.0,1952.46,0.0,0.0,172.0,0.0,1,0.0,0
334036,1,28500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
38195,1,9500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
792423,1,13000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
522824,1,13500.0,2213.1,0.0,0.0,66.0,90.0,1,0.0,0
1197999,1,2000.0,1794.25,132.09,0.0,54.0,100.0,1,0.0,0
820217,1,1000.0,457.09,1017.55,0.0,29.0,1120.92,1,0.0,0
319761,1,19500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
