,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
823945,1,2500.0,729.69,0.0,0.0,27.0,27.0,1,0.0,0
546245,4,7500.0,0.0,0.0,0.0,0.0,0.0,4,3067.37,0
956818,1,1000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
444722,1,2000.0,815.41,1154.8,0.0,27.0,500.0,1,0.0,0
676560,3,22500.0,89.91,0.0,0.0,54.53,54.0,1,0.0,0
1190023,1,500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1201805,1,3000.0,2642.6,0.0,0.0,79.0,0.0,1,0.0,0
782651,1,500.0,380.0,21.29,0.0,27.0,100.0,1,0.0,0
1001312,1,10000.0,0.0,0.0,0.0,0.0,0.0,4,10495.15,0
535599,1,12700.0,340.11,340.11,0.0,27.0,109.7,1,0.0,0
562712,1,26500.0,14222.18,0.0,0.0,427.0,500.0,1,0.0,0
1190173,1,700.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1139502,1,25500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
139045,1,4000.0,4020.02,17.76,0.0,238.0,0.0,1,0.0,0
355692,1,10000.0,3136.7,0.0,0.0,369.0,0.0,3,0.0,0
1041808,1,500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
873190,1,1000.0,975.19,0.0,0.0,29.0,30.0,1,0.0,0
659078,1,500.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0
16896,1,5000.0,3132.28,0.0,0.0,0.0,96.0,1,0.0,0
1173574,1,1000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
836247,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1222.67,0
278394,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2383.6,0
767344,3,10500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
712094,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1261.49,0
168454,2,5000.0,0.0,0.0,0.0,0.0,4922.99,2,0.0,0
435445,1,28300.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
112927,1,29000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1215934,1,2000.0,1026.81,17.25,0.0,31.0,63.08,1,0.0,0
1089186,1,2500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
481863,1,500.0,448.14,35.99,27.68,27.0,50.0,1,0.0,0
802327,1,27000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
949171,1,1000.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0
77703,1,500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
246514,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2321.12,0
844122,1,6500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
181115,8,2000.0,0.0,0.0,0.0,0.0,0.0,4,596.82,0
