,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
1023122,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,1056.34,0
887522,1,1100.0,0.0,0.0,0.0,0.0,0.0,4,1119.37,0
950360,1,24000.0,769.06,703.09,0.0,0.0,1800.0,1,0.0,0
322721,1,4500.0,42.51,42.78,0.0,0.0,61.2,1,0.0,0
498080,1,400.0,207.11,0.0,0.0,27.0,116.0,1,0.0,0
877217,1,26500.0,866.42,0.0,0.0,27.0,150.0,1,0.0,0
279420,1,5000.0,3335.89,0.0,0.0,100.0,200.0,1,0.0,0
379380,1,2300.0,1579.87,74.14,0.0,47.0,46.0,1,0.0,0
604460,1,8500.0,5991.17,0.0,0.0,358.0,0.0,1,0.0,0
640757,1,27800.0,367.69,453.65,35.76,29.0,350.0,1,0.0,0
1006437,1,20500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
530025,1,2000.0,84.36,84.36,0.0,27.0,132.0,2,0.0,0
632130,1,20000.0,1219.9,1177.27,99.05,37.0,1600.0,1,0.0,0
655176,1,15000.0,9893.01,678.1,0.0,297.0,300.0,1,0.0,0
713993,1,5000.0,0.0,0.0,0.0,0.0,0.0,4,4964.15,0
1226555,1,1000.0,593.71,0.0,0.0,0.0,50.0,1,0.0,0
233297,1,26800.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1021855,1,500.0,467.22,160.81,0.0,0.0,150.0,1,0.0,0
1125657,1,700.0,471.98,0.0,0.0,0.0,130.0,1,0.0,0
1211909,1,1000.0,0.0,24.74,0.0,0.0,24.74,1,0.0,0
835763,1,500.0,0.0,0.0,0.0,0.0,350.15,2,0.0,0
658426,1,12000.0,4559.86,1081.02,0.0,0.0,2000.0,1,0.0,0
993238,1,300.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
196343,1,1000.0,881.18,61.77,0.0,27.0,120.0,1,0.0,0
578306,1,5000.0,0.0,70.28,0.0,0.0,70.28,1,0.0,0
24847,1,1000.0,0.0,0.0,0.0,0.0,4.07,2,0.0,0
446128,1,9000.0,0.0,0.0,0.0,0.0,0.0,4,8913.43,0
441705,3,5000.0,-908.36,0.0,1830.76,0.0,1400.0,1,0.0,0
873920,1,5000.0,0.0,0.0,0.0,0.0,0.0,4,5559.25,0
163029,1,1000.0,1165.88,0.0,0.0,120.0,0.0,5,0.0,0
28850,1,4000.0,0.0,0.0,0.0,0.0,0.0,4,4334.21,0
1045251,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2354.61,0
223592,1,15000.0,0.0,0.0,0.0,0.0,0.0,4,12966.39,0
864659,1,25000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
772475,1,1500.0,0.0,0.0,0.0,0.0,0.0,4,1894.9,0
675851,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1744.37,0
938706,1,300.0,87.86,16.93,0.0,0.0,200.0,1,0.0,0
338468,1,11500.0,9153.46,14.95,0.0,0.0,300.0,1,0.0,0
869208,1,500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
474696,1,27500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
579514,3,5000.0,505.69,3057.79,9.4,0.0,3010.89,1,0.0,0
1137075,1,3000.0,2840.0,0.0,0.0,0.0,87.0,1,0.0,0
403133,1,500.0,0.43,361.28,0.0,0.0,361.0,1,0.0,0
1179938,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2238.31,0
952567,1,500.0,128.52,1557.66,26.74,0.0,1893.52,1,0.0,0
850967,1,500.0,0.0,458.64,0.0,0.0,936.25,1,0.0,0
726317,1,18000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
373845,1,2500.0,481.17,0.0,0.0,27.0,800.0,2,0.0,0
859478,1,1000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
875817,1,7500.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
912377,1,28000.0,365.96,365.96,0.0,27.0,121.74,1,0.0,0
1205070,1,6000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
913961,1,4000.0,-2.04,39.9,0.0,0.0,0.0,1,0.0,0
413528,1,3500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
306235,1,29800.0,4820.2,1319.12,127.8,145.0,300.0,1,0.0,0
36179,1,10000.0,8750.47,9.99,0.0,263.0,415.43,1,0.0,0
836543,1,1300.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
65052,1,1000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
52600,1,1600.0,0.0,0.0,0.0,0.0,0.0,4,1842.97,0
452468,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2286.94,0
909435,1,2500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
393403,1,500.0,95.81,95.81,0.0,27.0,55.9,1,0.0,0
350636,3,12500.0,11844.65,0.0,0.0,355.0,382.0,1,0.0,0
466778,1,5000.0,-603.43,0.0,0.0,0.0,3400.0,1,0.0,0
692924,1,25000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
512777,7,13000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
501534,1,17500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
651827,1,500.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0
38191,1,9500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
689189,1,8500.0,-150.55,341.9,215.48,0.0,390.25,1,0.0,0
730583,1,500.0,0.0,0.0,0.0,0.0,360.02,1,0.0,0
1105111,1,23000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
389234,1,28500.0,634.76,33.65,0.0,0.0,200.0,1,0.0,0
905491,1,2000.0,1601.51,0.0,0.0,48.0,49.0,1,0.0,0
819440,1,25300.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
739689,1,2500.0,0.0,0.0,0.0,0.0,0.0,4,2771.57,0
443594,1,9000.0,6843.73,0.0,0.0,347.19,220.0,3,0.0,0
511008,1,8500.0,3411.99,5313.43,199.0,0.0,1952.44,1,0.0,0
376578,1,6500.0,4960.61,104.82,0.0,149.0,200.0,1,0.0,0
928499,1,500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
250656,2,6000.0,4017.17,106.85,0.0,121.0,200.0,1,0.0,0
672882,1,10000.0,476.24,3062.73,586.49,27.0,10112.57,1,0.0,0
1171632,1,2000.0,0.99,106.57,80.58,0.99,43.4,1,0.0,0
1082942,1,28500.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
818273,1,19000.0,3464.97,1358.55,26.95,0.0,1250.0,1,0.0,0
1015273,1,5500.0,0.0,0.0,0.0,0.0,0.0,4,3974.45,0
322137,1,4000.0,3834.69,18.58,0.0,115.0,0.0,1,0.0,0
1203648,1,2500.0,0.0,0.0,0.0,0.0,10.2,1,0.0,0
776282,1,3000.0,1937.26,218.61,74.54,0.0,100.0,1,0.0,0
285526,1,7000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
751272,1,800.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1093909,1,2000.0,1140.18,21.21,0.0,0.0,100.0,1,0.0,0
749395,1,5000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
