,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
514501,2,11000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
653534,2,10000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
321566,2,21500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
578568,1,12500.0,180.31,180.31,0.0,27.0,165.53,1,0.0,0
1041830,1,7500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
350436,1,28000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
481460,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2009.25,0
534948,1,800.0,0.0,0.0,0.0,0.0,0.0,4,1418.99,0
1148074,1,5000.0,1468.35,23.96,0.0,44.0,100.0,1,0.0,0
637829,1,22000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
619438,3,5000.0,3530.73,130.67,0.0,106.0,150.0,1,0.0,0
235052,1,7500.0,0.0,0.0,0.0,0.0,0.0,4,7972.88,0
189166,1,7000.0,0.0,0.0,0.0,0.0,0.0,4,4928.52,0
1048810,1,23300.0,51.57,51.57,0.0,27.0,0.0,1,0.0,0
657260,1,25000.0,2302.09,2302.09,0.0,69.0,2040.61,1,0.0,0
430732,1,2600.0,480.75,249.04,0.0,27.0,1040.0,1,0.0,0
1116280,1,500.0,523.71,432.62,0.0,27.0,10.71,1,0.0,0
1137142,1,1000.0,150.36,280.79,0.0,0.0,130.43,2,0.0,0
507960,1,27000.0,6455.08,103.92,85.97,386.0,0.0,1,0.0,0
700260,1,1300.0,2095.07,0.0,0.0,39.0,39.0,5,0.0,0
891475,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1130.84,0
727312,1,3000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1066985,1,26000.0,9531.13,0.0,0.0,0.0,400.0,1,0.0,0
1198458,1,7000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
607579,1,7000.0,0.0,0.0,0.0,0.0,0.0,4,6808.72,0
690576,6,7300.0,0.0,0.0,0.0,0.0,0.0,4,2787.84,0
611782,1,3000.0,2518.19,358.11,0.0,76.0,350.0,1,0.0,0
317132,1,22800.0,0.0,6.5,0.0,0.0,6.5,1,0.0,0
227544,1,24300.0,1108.99,1108.99,480.0,33.0,789.36,1,0.0,0
860052,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2347.31,0
1187014,9,2000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1222877,1,500.0,0.99,128.55,0.0,0.99,127.56,1,0.0,0
1053826,1,1000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
444930,1,16300.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1155513,1,1000.0,0.0,33.34,0.0,0.0,33.34,1,0.0,0
312853,1,10500.0,1640.16,0.0,0.0,49.0,100.0,1,0.0,0
1157534,7,1000.0,0.0,0.0,0.0,0.0,0.0,4,1017.73,0
369906,1,1300.0,872.96,511.8,0.0,27.0,567.96,1,0.0,0
859824,1,500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
748610,1,1500.0,1103.02,0.0,0.0,0.0,48.6,1,0.0,0
601869,1,5500.0,10.49,322.29,0.0,0.0,509.9,1,0.0,0
1174948,1,4000.0,261.07,261.07,0.0,0.0,57.8,1,0.0,0
294747,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2258.57,0
685852,3,5000.0,3395.88,641.9,0.0,102.0,100.0,1,0.0,0
1082034,1,1000.0,228.77,0.0,0.0,20.0,35.0,3,0.0,0
345182,1,5000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
185448,1,6000.0,0.0,0.0,0.0,0.0,0.0,4,3931.93,0
811490,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2180.13,0
731770,1,5000.0,544.28,0.0,0.0,27.0,40.0,1,0.0,0
469086,1,2000.0,180.31,408.98,0.0,0.0,323.19,1,0.0,0
45618,2,27000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
187223,1,4500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
385547,2,28000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1224310,1,3000.0,2064.87,0.0,0.0,62.0,80.0,1,0.0,0
638485,3,26000.0,171.0,171.0,0.0,0.0,3114.74,1,0.0,0
960794,3,27000.0,4917.75,5525.86,33.11,0.0,14126.4,1,0.0,0
13233,1,5000.0,593.51,88.61,0.0,27.0,700.0,1,0.0,0
393876,1,29000.0,944.83,1073.81,0.0,0.0,365.0,1,0.0,0
485615,3,5000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
909533,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,393.16,0
640430,2,25000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
554462,1,15000.0,0.0,177.83,0.0,0.0,177.83,1,0.0,0
1210357,1,500.0,17.1,34.22,0.0,17.1,59.96,1,0.0,0
1091285,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1244.34,0
559986,3,20000.0,478.93,1510.8,0.0,27.0,1293.46,1,0.0,0
116952,1,500.0,50.3,250.21,0.0,0.0,200.03,1,0.0,0
1146457,1,5000.0,192.93,192.93,0.0,27.0,0.0,1,0.0,0
1092026,1,2500.0,460.85,75.9,0.0,27.0,952.96,1,0.0,0
737628,1,300.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1221360,1,2000.0,951.6,68.23,0.0,29.0,75.0,1,0.0,0
511675,3,28800.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
244279,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2039.07,0
213833,1,2000.0,208.38,0.0,0.0,0.0,50.0,1,0.0,0
957749,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,765.0,0
862849,1,11500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
235001,1,2000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1228670,1,500.0,252.15,0.0,0.0,27.0,40.0,1,0.0,0
414066,1,22800.0,0.0,106.58,0.0,0.0,194.28,1,0.0,0
348359,1,28500.0,0.0,849.85,22.43,0.0,915.35,1,0.0,0
485128,7,1500.0,0.0,0.0,0.0,0.0,0.0,4,1881.52,0
15899,1,14600.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
371911,4,12000.0,0.0,0.0,0.0,0.0,0.0,4,13074.12,0
1154095,1,30000.0,0.0,3011.96,59.99,0.0,3300.4,1,0.0,0
1097574,1,2500.0,2084.76,0.0,0.0,0.0,100.0,1,0.0,0
321871,2,6500.0,1221.14,89.69,0.0,37.0,322.62,1,0.0,0
69013,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1237.55,0
428526,1,10300.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1076054,1,7000.0,4760.3,0.0,0.0,713.0,0.0,7,0.0,0
1111448,1,500.0,87.91,795.42,0.0,0.0,707.51,1,0.0,0
521598,1,6500.0,6198.21,274.03,0.0,0.0,200.0,1,0.0,0
714494,1,29000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
